Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Congressional District",Congress,"Current Representative Last name","Current Representative First name","Current Representative Birthday","Current Representative Gender","Current Representative Party","Current Representative Url","Current Representative Address","Current Representative Phone","Current Representative Contact form","Current Representative RSS url","Current Representative Twitter","Current Representative Facebook","Current Representative YouTube","Current Representative YouTube id","Current Representative Bioguide id","Current Representative Thomas id","Current Representative OpenSecrets id","Current Representative LIS id","Current Representative C-SPAN id","Current Representative GovTrack id","Current Representative Vote Smart id","Current Representative Ballotpedia id","Current Representative Washington post id","Current Representative ICPSR id","Current Representative Wikipedia id","Current Representative Source","Current Senator #1 Last name","Current Senator #1 First name","Current Senator #1 Birthday","Current Senator #1 Gender","Current Senator #1 Party","Current Senator #1 Url","Current Senator #1 Address","Current Senator #1 Phone","Current Senator #1 Contact form","Current Senator #1 RSS url","Current Senator #1 Twitter","Current Senator #1 Facebook","Current Senator #1 YouTube","Current Senator #1 YouTube id","Current Senator #1 Bioguide id","Current Senator #1 Thomas id","Current Senator #1 OpenSecrets id","Current Senator #1 LIS id","Current Senator #1 C-SPAN id","Current Senator #1 GovTrack id","Current Senator #1 Vote Smart id","Current Senator #1 Ballotpedia id","Current Senator #1 Washington post id","Current Senator #1 ICPSR id","Current Senator #1 Wikipedia id","Current Senator #1 Source","Current Senator #2 Last name","Current Senator #2 First name","Current Senator #2 Birthday","Current Senator #2 Gender","Current Senator #2 Party","Current Senator #2 Url","Current Senator #2 Address","Current Senator #2 Phone","Current Senator #2 Contact form","Current Senator #2 RSS url","Current Senator #2 Twitter","Current Senator #2 Facebook","Current Senator #2 YouTube","Current Senator #2 YouTube id","Current Senator #2 Bioguide id","Current Senator #2 Thomas id","Current Senator #2 OpenSecrets id","Current Senator #2 LIS id","Current Senator #2 C-SPAN id","Current Senator #2 GovTrack id","Current Senator #2 Vote Smart id","Current Senator #2 Ballotpedia id","Current Senator #2 Washington post id","Current Senator #2 ICPSR id","Current Senator #2 Wikipedia id","Current Senator #2 Source"
28328,35.006676,-78.415415,1,place,,,,,Clinton,NC,"Sampson County",28328,US,"TIGER/Line® dataset from the US Census Bureau",NC3,118th,Murphy,Gregory,1963-03-05,M,Republican,https://murphy.house.gov,"407 Cannon House Office Building Washington DC 20515-3303",202-225-3415,,,RepGregMurphy,RepGregMurphy,,,M001210,,N00044027,,,412845,166135,"Gregory Murphy",,21987,"Greg Murphy (politician)","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Tillis,Thom,1960-08-30,M,Republican,https://www.tillis.senate.gov,"113 Dirksen Senate Office Building Washington DC 20510",202-224-6342,https://www.tillis.senate.gov/public/index.cfm/email-me,,SenThomTillis,SenatorThomTillis,,UCUD9VGV4SSGWjGdbn37Ea2w,T000476,02291,N00035492,S384,77055,412668,57717,"Thom Tillis (North Carolina)",,41504,"Thom Tillis","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Budd,Ted,1971-10-21,M,Republican,https://www.budd.senate.gov,"304 Russell Senate Office Building Washington DC 20510",202-224-3154,https://www.budd.senate.gov/contact/,,RepTedBudd,RepTedBudd,,,B001305,,N00039551,S417,103513,412712,171489,"Ted Budd",,21708,"Ted Budd","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
3755,43.70701,-72.27741,1,place,,,,,Hanover,NH,"Grafton County",03755,US,"TIGER/Line® dataset from the US Census Bureau",NH2,118th,Kuster,Ann,1956-09-05,F,Democrat,https://kuster.house.gov,"2201 Rayburn House Office Building Washington DC 20515-2902",202-225-5206,,http://kuster.house.gov/rss.xml,RepAnnieKuster,CongresswomanAnnieKuster,RepKuster,UCYAD_Eti2b5gXSicbgPsBYA,K000382,02145,N00030875,,62650,412557,122256,"Annie Kuster",,21340,"Annie Kuster","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Shaheen,Jeanne,1947-01-28,F,Democrat,https://www.shaheen.senate.gov,"506 Hart Senate Office Building Washington DC 20510",202-224-2841,https://www.shaheen.senate.gov/contact/contact-jeanne,http://www.shaheen.senate.gov/rss/,SenatorShaheen,SenatorShaheen,senatorshaheen,UCjLZAZMbDrybHyttdEC9LFA,S001181,01901,N00024790,S324,22850,412323,1663,"Jeanne Shaheen",,40906,"Jeanne Shaheen","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Hassan,Margaret,1958-02-27,F,Democrat,https://www.hassan.senate.gov,"324 Hart Senate Office Building Washington DC 20510",202-224-3324,https://www.hassan.senate.gov/content/contact-senator,,SenatorHassan,SenatorHassan,,,H001076,,N00038397,S388,67481,412680,42552,"Maggie Hassan",,41702,"Maggie Hassan","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
28333,35.266919,-78.025587,1,place,,,,,Dudley,NC,"Wayne County",28333,US,"TIGER/Line® dataset from the US Census Bureau",NC1,118th,Davis,Donald,1971-08-29,M,Democrat,https://dondavis.house.gov,"1123 Longworth House Office Building Washington DC 20515-3301",202-225-3101,,,,,,,D000230,,N00049636,,,456912,102950,,,,"Don Davis (North Carolina politician)","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Tillis,Thom,1960-08-30,M,Republican,https://www.tillis.senate.gov,"113 Dirksen Senate Office Building Washington DC 20510",202-224-6342,https://www.tillis.senate.gov/public/index.cfm/email-me,,SenThomTillis,SenatorThomTillis,,UCUD9VGV4SSGWjGdbn37Ea2w,T000476,02291,N00035492,S384,77055,412668,57717,"Thom Tillis (North Carolina)",,41504,"Thom Tillis","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Budd,Ted,1971-10-21,M,Republican,https://www.budd.senate.gov,"304 Russell Senate Office Building Washington DC 20510",202-224-3154,https://www.budd.senate.gov/contact/,,RepTedBudd,RepTedBudd,,,B001305,,N00039551,S417,103513,412712,171489,"Ted Budd",,21708,"Ted Budd","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
36526,30.60353,-87.9036,1,place,,,,,Daphne,AL,"Baldwin County",36526,US,"TIGER/Line® dataset from the US Census Bureau",AL1,118th,Carl,Jerry,1958-06-17,M,Republican,https://carl.house.gov,"1330 Longworth House Office Building Washington DC 20515-0101",202-225-4931,,,RepJerryCarl,,,,C001054,,N00044245,,,456799,,,,,"Jerry Carl","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Tuberville,Tommy,1954-09-18,M,Republican,https://www.tuberville.senate.gov,"455 Russell Senate Office Building Washington DC 20510",202-224-4124,https://www.tuberville.senate.gov/contact/contact-form/,,SenTuberville,,,,T000278,,N00044434,S412,,456796,188306,"Tommy Tuberville",,,"Tommy Tuberville","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Britt,Katie,1982-02-02,F,Republican,https://www.britt.senate.gov,"502 Hart Senate Office Building Washington DC 20510",202-224-5744,https://www.britt.senate.gov/contact/,,,,,,B001319,,N00048812,S416,,456874,201704,"Katie Britt",,,"Katie Britt","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
44718,40.846532,-81.440791,1,place,,,,,Canton,OH,"Stark County",44718,US,"TIGER/Line® dataset from the US Census Bureau",OH13,118th,Sykes,Emilia,1986-01-04,F,Democrat,https://sykes.house.gov,"1217 Longworth House Office Building Washington DC 20515-3513",202-225-6265,,,RepEmiliaSykes,,,,S001223,,N00050165,,,456930,152164,,,,"Emilia Sykes","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Brown,Sherrod,1952-11-09,M,Democrat,https://www.brown.senate.gov,"503 Hart Senate Office Building Washington DC 20510",202-224-2315,https://www.brown.senate.gov/contact/,http://www.brown.senate.gov/rss/feeds/?type=all&amp;,SenSherrodBrown,SenatorSherrodBrown,SherrodBrownOhio,UCgy8jfERh-t_ixkKKoCmglQ,B000944,00136,N00003535,S307,5051,400050,27018,"Sherrod Brown",,29389,"Sherrod Brown","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Vance,"J.D. (James)",1984-08-02,M,Republican,https://www.vance.senate.gov,"288 Russell Senate Office Building Washington DC 20510",202-224-3353,https://www.vance.senate.gov/contact/,,,,,,V000137,,N00048832,S421,,456876,,"J.D. Vance",,,"J. D. Vance","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
61104,42.25012,-89.080254,1,place,,,,,Rockford,IL,"Winnebago County",61104,US,"TIGER/Line® dataset from the US Census Bureau",IL17,118th,Sorensen,Eric,1976-03-18,M,Democrat,https://sorensen.house.gov,"1205 Longworth House Office Building Washington DC 20515-1317",202-225-5905,,,RepEricSorensen,,,,S001225,,N00049558,,,456902,204339,,,,"Eric Sorensen (politician)","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Durbin,Richard,1944-11-21,M,Democrat,https://www.durbin.senate.gov,"711 Hart Senate Office Building Washington DC 20510",202-224-2152,https://www.durbin.senate.gov/contact/,http://durbin.senate.gov/public/index.cfm/rss/feed,SenatorDurbin,SenatorDurbin,SenatorDurbin,UCkbixlNCxcKAffEhe3X5-lw,D000563,00326,N00004981,S253,6741,300038,26847,"Dick Durbin",,15021,"Dick Durbin","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Duckworth,Tammy,1968-03-12,F,Democrat,https://www.duckworth.senate.gov,"524 Hart Senate Office Building Washington DC 20510",202-224-2854,https://www.duckworth.senate.gov/content/contact-senator,,SenDuckworth,SenDuckworth,repduckworth,UCYRWRvUxtjaHnFMCbdd94tg,D000622,02123,N00027860,S386,94484,412533,57442,"Tammy Duckworth",,21325,"Tammy Duckworth","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
61105,42.325364,-89.170527,1,place,,,,,Rockford,IL,"Winnebago County",61105,US,"TIGER/Line® dataset from the US Census Bureau",IL16,118th,LaHood,Darin,1968-07-05,M,Republican,https://lahood.house.gov,"1424 Longworth House Office Building Washington DC 20515-1316",202-225-6201,,,RepLaHood,replahood,,UCVRbtFwaBGcixZIkygtalRw,L000585,02295,N00037031,,70020,412674,128760,"Darin LaHood",,21562,"Darin LaHood","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Durbin,Richard,1944-11-21,M,Democrat,https://www.durbin.senate.gov,"711 Hart Senate Office Building Washington DC 20510",202-224-2152,https://www.durbin.senate.gov/contact/,http://durbin.senate.gov/public/index.cfm/rss/feed,SenatorDurbin,SenatorDurbin,SenatorDurbin,UCkbixlNCxcKAffEhe3X5-lw,D000563,00326,N00004981,S253,6741,300038,26847,"Dick Durbin",,15021,"Dick Durbin","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Duckworth,Tammy,1968-03-12,F,Democrat,https://www.duckworth.senate.gov,"524 Hart Senate Office Building Washington DC 20510",202-224-2854,https://www.duckworth.senate.gov/content/contact-senator,,SenDuckworth,SenDuckworth,repduckworth,UCYRWRvUxtjaHnFMCbdd94tg,D000622,02123,N00027860,S386,94484,412533,57442,"Tammy Duckworth",,21325,"Tammy Duckworth","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
20146,39.085309,-77.645224,1,place,,,,,Ashburn,VA,"Loudoun County",20146,US,"TIGER/Line® dataset from the US Census Bureau",VA10,118th,Wexton,Jennifer,1968-05-27,F,Democrat,https://wexton.house.gov,"1210 Longworth House Office Building Washington DC 20515-4610",202-225-5136,,,RepWexton,,,,W000825,,N00041002,,,412834,147013,"Jennifer Wexton",,21983,"Jennifer Wexton","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Warner,Mark,1954-12-15,M,Democrat,https://www.warner.senate.gov,"703 Hart Senate Office Building Washington DC 20510",202-224-2023,https://www.warner.senate.gov/public/index.cfm?p=Contact,http://www.warner.senate.gov/public/?a=rss.feed,MarkWarner,MarkRWarner,SenatorMarkWarner,UCwyivNlEGf4sGd1oDLfY5jw,W000805,01897,N00002097,S327,7630,412321,535,"Mark Warner",,40909,"Mark Warner","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Kaine,Timothy,1958-02-26,M,Democrat,https://www.kaine.senate.gov,"231 Russell Senate Office Building Washington DC 20510",202-224-4024,https://www.kaine.senate.gov/contact,http://www.kaine.senate.gov/rss/feeds/?type=all,,SenatorKaine,SenatorTimKaine,UC27LgTZlUnBQoNEQFZdn9LA,K000384,02176,N00033177,S362,49219,412582,50772,"Tim Kaine",,41305,"Tim Kaine","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
20147,39.037339,-77.480542,1,place,,,,,Ashburn,VA,"Loudoun County",20147,US,"TIGER/Line® dataset from the US Census Bureau",VA10,118th,Wexton,Jennifer,1968-05-27,F,Democrat,https://wexton.house.gov,"1210 Longworth House Office Building Washington DC 20515-4610",202-225-5136,,,RepWexton,,,,W000825,,N00041002,,,412834,147013,"Jennifer Wexton",,21983,"Jennifer Wexton","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Warner,Mark,1954-12-15,M,Democrat,https://www.warner.senate.gov,"703 Hart Senate Office Building Washington DC 20510",202-224-2023,https://www.warner.senate.gov/public/index.cfm?p=Contact,http://www.warner.senate.gov/public/?a=rss.feed,MarkWarner,MarkRWarner,SenatorMarkWarner,UCwyivNlEGf4sGd1oDLfY5jw,W000805,01897,N00002097,S327,7630,412321,535,"Mark Warner",,40909,"Mark Warner","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Kaine,Timothy,1958-02-26,M,Democrat,https://www.kaine.senate.gov,"231 Russell Senate Office Building Washington DC 20510",202-224-4024,https://www.kaine.senate.gov/contact,http://www.kaine.senate.gov/rss/feeds/?type=all,,SenatorKaine,SenatorTimKaine,UC27LgTZlUnBQoNEQFZdn9LA,K000384,02176,N00033177,S362,49219,412582,50772,"Tim Kaine",,41305,"Tim Kaine","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
11952,41.00251,-72.54584,1,place,,,,,Mattituck,NY,"Suffolk County",11952,US,"TIGER/Line® dataset from the US Census Bureau",NY1,118th,LaLota,Nicolas,1978-06-23,M,Republican,https://lalota.house.gov,"1530 Longworth House Office Building Washington DC 20515-3201",202-225-3826,,,RepLaLota,,,,L000598,,N00050419,,,456920,191957,,,,"Nick LaLota","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Gillibrand,Kirsten,1966-12-09,F,Democrat,https://www.gillibrand.senate.gov,"478 Russell Senate Office Building Washington DC 20510",202-224-4451,https://www.gillibrand.senate.gov/contact/email-me,http://www.gillibrand.senate.gov/rss/,GillibrandNY,SenKirstenGillibrand,KirstenEGillibrand,UCVEloQogVsmnkd5vxJInmYg,G000555,01866,N00027658,S331,1022862,412223,65147,"Kirsten Gillibrand",,20735,"Kirsten Gillibrand","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Schumer,Charles,1950-11-23,M,Democrat,https://www.schumer.senate.gov,"322 Hart Senate Office Building Washington DC 20510",202-224-6542,https://www.schumer.senate.gov/contact/email-chuck,,SenSchumer,senschumer,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,S000148,01036,N00001093,S270,5929,300087,26976,"Chuck Schumer",,14858,"Chuck Schumer","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
11958,41.03684,-72.46897,1,place,,,,,Peconic,NY,"Suffolk County",11958,US,"TIGER/Line® dataset from the US Census Bureau",NY1,118th,LaLota,Nicolas,1978-06-23,M,Republican,https://lalota.house.gov,"1530 Longworth House Office Building Washington DC 20515-3201",202-225-3826,,,RepLaLota,,,,L000598,,N00050419,,,456920,191957,,,,"Nick LaLota","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Gillibrand,Kirsten,1966-12-09,F,Democrat,https://www.gillibrand.senate.gov,"478 Russell Senate Office Building Washington DC 20510",202-224-4451,https://www.gillibrand.senate.gov/contact/email-me,http://www.gillibrand.senate.gov/rss/,GillibrandNY,SenKirstenGillibrand,KirstenEGillibrand,UCVEloQogVsmnkd5vxJInmYg,G000555,01866,N00027658,S331,1022862,412223,65147,"Kirsten Gillibrand",,20735,"Kirsten Gillibrand","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Schumer,Charles,1950-11-23,M,Democrat,https://www.schumer.senate.gov,"322 Hart Senate Office Building Washington DC 20510",202-224-6542,https://www.schumer.senate.gov/contact/email-chuck,,SenSchumer,senschumer,SenatorSchumer,UC-ABttxh8uQv_10qmwGaidw,S000148,01036,N00001093,S270,5929,300087,26976,"Chuck Schumer",,14858,"Chuck Schumer","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
36545,31.592985,-87.898539,1,place,,,,,Jackson,AL,"Clarke County",36545,US,"TIGER/Line® dataset from the US Census Bureau",AL7,118th,Sewell,Terri,1965-01-01,F,Democrat,https://sewell.house.gov,"1035 Longworth House Office Building Washington DC 20515-0107",202-225-2665,,http://sewell.house.gov/rss.xml,RepTerriSewell,RepSewell,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,S001185,01988,N00030622,,623257,412396,121621,"Terri Sewell",,21102,"Terri Sewell","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Tuberville,Tommy,1954-09-18,M,Republican,https://www.tuberville.senate.gov,"455 Russell Senate Office Building Washington DC 20510",202-224-4124,https://www.tuberville.senate.gov/contact/contact-form/,,SenTuberville,,,,T000278,,N00044434,S412,,456796,188306,"Tommy Tuberville",,,"Tommy Tuberville","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Britt,Katie,1982-02-02,F,Republican,https://www.britt.senate.gov,"502 Hart Senate Office Building Washington DC 20510",202-224-5744,https://www.britt.senate.gov/contact/,,,,,,B001319,,N00048812,S416,,456874,201704,"Katie Britt",,,"Katie Britt","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
77506,29.714385,-95.200011,1,place,,,,,Pasadena,TX,"Harris County",77506,US,"TIGER/Line® dataset from the US Census Bureau",TX29,118th,Garcia,Sylvia,1950-09-06,F,Democrat,https://sylviagarcia.house.gov,"2419 Rayburn House Office Building Washington DC 20515-4329",202-225-1688,,,RepSylviaGarcia,,,,G000587,,N00042282,,,412827,49734,"Sylvia Garcia",,21922,"Sylvia Garcia","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Cornyn,John,1952-02-02,M,Republican,https://www.cornyn.senate.gov,"517 Hart Senate Office Building Washington DC 20510",202-224-2934,https://www.cornyn.senate.gov/contact,http://www.cornyn.senate.gov/public/?a=rss.feed,JohnCornyn,sen.johncornyn,senjohncornyn,UCyQwLQavlOaJ64YuY_VMtiQ,C001056,01692,N00024852,S287,93131,300027,15375,"John Cornyn",,40305,"John Cornyn","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Cruz,Ted,1970-12-22,M,Republican,https://www.cruz.senate.gov,"167 Russell Senate Office Building Washington DC 20510",202-224-5922,https://www.cruz.senate.gov/?p=form&id=16,,SenTedCruz,SenatorTedCruz,sentedcruz,UCOTZ-6H1rri1lSsj6IzhUyw,C001098,02175,N00033085,S355,1019953,412573,135705,"Ted Cruz",,41304,"Ted Cruz","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
85702,31.970131,-111.890713,1,place,,,,,Tucson,AZ,"Pima County",85702,US,"TIGER/Line® dataset from the US Census Bureau",AZ7,118th,Grijalva,Raúl,1948-02-19,M,Democrat,https://grijalva.house.gov,"1203 Longworth House Office Building Washington DC 20515-0307",202-225-2435,,http://grijalva.house.gov/common/rss/?rss=13,RepRaulGrijalva,Rep.Grijalva,raulgrijalvaaz07,UC8JZLnXS21bhNbcvpoM8O7g,G000551,01708,N00025284,,1003551,400162,28253,"Raul Grijalva",,20305,"Raúl Grijalva","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Sinema,Kyrsten,1976-07-12,F,Independent,https://www.sinema.senate.gov,"317 Hart Senate Office Building Washington DC 20510",202-224-4521,https://www.sinema.senate.gov/contact-kyrsten,,SenatorSinema,CongresswomanSinema,repsinema,UC4NzhW7D4lQdukSGWmFnK9w,S001191,02099,N00033983,S403,68489,412509,28338,"Kyrsten Sinema",,21300,"Kyrsten Sinema","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Kelly,Mark,1964-02-21,M,Democrat,https://www.kelly.senate.gov,"516 Hart Senate Office Building Washington DC 20510",202-224-2235,https://www.kelly.senate.gov/contact/contact-form/,,SenMarkKelly,SenMarkKelly,,,K000377,,N00044223,S406,,456794,190594,"Mark Kelly",,,"Mark Kelly","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
85703,31.970131,-111.890713,1,place,,,,,Tucson,AZ,"Pima County",85703,US,"TIGER/Line® dataset from the US Census Bureau",AZ7,118th,Grijalva,Raúl,1948-02-19,M,Democrat,https://grijalva.house.gov,"1203 Longworth House Office Building Washington DC 20515-0307",202-225-2435,,http://grijalva.house.gov/common/rss/?rss=13,RepRaulGrijalva,Rep.Grijalva,raulgrijalvaaz07,UC8JZLnXS21bhNbcvpoM8O7g,G000551,01708,N00025284,,1003551,400162,28253,"Raul Grijalva",,20305,"Raúl Grijalva","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Sinema,Kyrsten,1976-07-12,F,Independent,https://www.sinema.senate.gov,"317 Hart Senate Office Building Washington DC 20510",202-224-4521,https://www.sinema.senate.gov/contact-kyrsten,,SenatorSinema,CongresswomanSinema,repsinema,UC4NzhW7D4lQdukSGWmFnK9w,S001191,02099,N00033983,S403,68489,412509,28338,"Kyrsten Sinema",,21300,"Kyrsten Sinema","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Kelly,Mark,1964-02-21,M,Democrat,https://www.kelly.senate.gov,"516 Hart Senate Office Building Washington DC 20510",202-224-2235,https://www.kelly.senate.gov/contact/contact-form/,,SenMarkKelly,SenMarkKelly,,,K000377,,N00044223,S406,,456794,190594,"Mark Kelly",,,"Mark Kelly","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
20171,38.92518,-77.39284,1,place,,,,,Herndon,VA,"Fairfax County",20171,US,"TIGER/Line® dataset from the US Census Bureau",VA11,118th,Connolly,Gerald,1950-03-30,M,Democrat,https://connolly.house.gov,"2265 Rayburn House Office Building Washington DC 20515-4611",202-225-1492,,http://connolly.house.gov/common/rss//index.cfm?rss=44,GerryConnolly,CongressmanGerryConnolly,repconnolly,UC4WG9PlmoOeSLIuyVjs-RSA,C001078,01959,N00029891,,1015936,412272,95078,"Gerald Connolly",,20952,"Gerry Connolly","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Warner,Mark,1954-12-15,M,Democrat,https://www.warner.senate.gov,"703 Hart Senate Office Building Washington DC 20510",202-224-2023,https://www.warner.senate.gov/public/index.cfm?p=Contact,http://www.warner.senate.gov/public/?a=rss.feed,MarkWarner,MarkRWarner,SenatorMarkWarner,UCwyivNlEGf4sGd1oDLfY5jw,W000805,01897,N00002097,S327,7630,412321,535,"Mark Warner",,40909,"Mark Warner","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Kaine,Timothy,1958-02-26,M,Democrat,https://www.kaine.senate.gov,"231 Russell Senate Office Building Washington DC 20510",202-224-4024,https://www.kaine.senate.gov/contact,http://www.kaine.senate.gov/rss/feeds/?type=all,,SenatorKaine,SenatorTimKaine,UC27LgTZlUnBQoNEQFZdn9LA,K000384,02176,N00033177,S362,49219,412582,50772,"Tim Kaine",,41305,"Tim Kaine","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
20176,39.184706,-77.544111,1,place,,,,,Leesburg,VA,"Loudoun County",20176,US,"TIGER/Line® dataset from the US Census Bureau",VA10,118th,Wexton,Jennifer,1968-05-27,F,Democrat,https://wexton.house.gov,"1210 Longworth House Office Building Washington DC 20515-4610",202-225-5136,,,RepWexton,,,,W000825,,N00041002,,,412834,147013,"Jennifer Wexton",,21983,"Jennifer Wexton","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Warner,Mark,1954-12-15,M,Democrat,https://www.warner.senate.gov,"703 Hart Senate Office Building Washington DC 20510",202-224-2023,https://www.warner.senate.gov/public/index.cfm?p=Contact,http://www.warner.senate.gov/public/?a=rss.feed,MarkWarner,MarkRWarner,SenatorMarkWarner,UCwyivNlEGf4sGd1oDLfY5jw,W000805,01897,N00002097,S327,7630,412321,535,"Mark Warner",,40909,"Mark Warner","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Kaine,Timothy,1958-02-26,M,Democrat,https://www.kaine.senate.gov,"231 Russell Senate Office Building Washington DC 20510",202-224-4024,https://www.kaine.senate.gov/contact,http://www.kaine.senate.gov/rss/feeds/?type=all,,SenatorKaine,SenatorTimKaine,UC27LgTZlUnBQoNEQFZdn9LA,K000384,02176,N00033177,S362,49219,412582,50772,"Tim Kaine",,41305,"Tim Kaine","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
85712,32.253714,-110.883744,1,place,,,,,Tucson,AZ,"Pima County",85712,US,"TIGER/Line® dataset from the US Census Bureau",AZ6,118th,Ciscomani,Juan,1982-08-30,M,Republican,https://ciscomani.house.gov,"1429 Longworth House Office Building Washington DC 20515-0306",202-225-2542,,,RepCiscomani,,,,C001133,,N00049039,,,456880,106728,,,,"Juan Ciscomani","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Sinema,Kyrsten,1976-07-12,F,Independent,https://www.sinema.senate.gov,"317 Hart Senate Office Building Washington DC 20510",202-224-4521,https://www.sinema.senate.gov/contact-kyrsten,,SenatorSinema,CongresswomanSinema,repsinema,UC4NzhW7D4lQdukSGWmFnK9w,S001191,02099,N00033983,S403,68489,412509,28338,"Kyrsten Sinema",,21300,"Kyrsten Sinema","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Kelly,Mark,1964-02-21,M,Democrat,https://www.kelly.senate.gov,"516 Hart Senate Office Building Washington DC 20510",202-224-2235,https://www.kelly.senate.gov/contact/contact-form/,,SenMarkKelly,SenMarkKelly,,,K000377,,N00044223,S406,,456794,190594,"Mark Kelly",,,"Mark Kelly","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
93905,36.682888,-121.612105,1,place,,,,,Salinas,CA,"Monterey County",93905,US,"TIGER/Line® dataset from the US Census Bureau",CA18,118th,Lofgren,Zoe,1947-12-21,F,Democrat,https://lofgren.house.gov,"1401 Longworth House Office Building Washington DC 20515-0518",202-225-3072,,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,RepZoeLofgren,zoelofgren,RepZoeLofgren,UCOaQ79adORFcaTuJZoIFuZQ,L000397,00701,N00007479,,36520,400245,21899,"Zoe Lofgren",,29504,"Zoe Lofgren","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Padilla,Alejandro,1973-03-22,M,Democrat,https://www.padilla.senate.gov,"331 Hart Senate Office Building Washington DC 20510",202-224-3553,https://www.padilla.senate.gov/contact/,,SenAlexPadilla,,,,P000145,,N00047888,S413,,456856,59742,"Alex Padilla",,,"Alex Padilla","Legislator data is originally collected and aggregated by https://github.com/unitedstates/",Butler,Laphonza,1979-05-11,F,Democrat,https://www.butler.senate.gov,"112 Hart Senate Office Building Washington DC 20510",202-224-3841,https://www.butler.senate.gov/share-your-opinion/,,,,,,B001320,,,S424,,456954,,"Laphonza Butler",,,"Laphonza Butler","Legislator data is originally collected and aggregated by https://github.com/unitedstates/"
